Customer ID	Name	Date of Birth	Gender	Email	Phone Number	Address	Account Type	Account Number	Balance (USD)	Credit Score	Loan Status	Loan Amount (USD)	Transaction Frequency (per month)	Last Transaction Date
f3384dc7	Stephen Werner	1945-09-26	Female	smitherin@hobbs-miller.com	211-157-3313x495	1933 Theresa Ranch, Josephmouth, NM 82308	Savings	GB54HJKF92410273111161	33572.41	594	Default	0.0	26	2024-08-14
5acbb5ea	Raymond Barnes	1999-12-24	Female	brandonsmith@woods-moran.com	3620018834	9365 Brandt Cove, New Earlstad, MA 44923	Fixed Deposit	GB93QVLP57018004313037	36461.75	787	Active	0.0	21	2025-02-09
a35a973d	Christine Schmidt	1965-12-30	Female	jennifer61@yahoo.com	341.091.7107x35147	897 Beard View, West Brianburgh, KY 74793	Current	GB48TMOC36873786292958	28178.82	425	Default	2055.8	20	2025-01-07
70dd48c0	Lee Hernandez	1962-10-25	Male	lunabarbara@hotmail.com	001-641-672-4320x05026	PSC 9126, Box 0721, APO AE 07919	Current	GB62QZGM88018324886779	12762.98	703	Default	0.0	27	2024-05-13
6cd86377	Jessica Young	1982-03-15	Female	kristy46@yahoo.com	162-138-5150x169	665 Austin Shores Suite 519, South Nancyport, RI 46873	Savings	GB62SUWO44697623051339	2619.85	745	Active	23619.68	9	2025-01-05
58b5930f	Erin Duran	1980-08-21	Female	frederick16@hotmail.com	(941)100-7859x22240	9382 King Common, Port Bryan, NE 91953	Current	GB27RVVE95366848584406	46977.45	782	Default	41098.22	7	2024-10-14
43d5d905	Monica Rosales	1999-11-10	Male	brittanyryan@castillo.com	002-686-2610x986	35620 Ryan Ridges, North Louis, MO 57265	Savings	GB97QQRY89736784888229	16479.76	381	Closed	0.0	6	2024-08-14
3be1c578	Madison Ellis	2005-10-14	Male	marielara@flores.org	001-142-635-0253	81520 Matthew Turnpike, New Kimberlyhaven, MO 77362	Fixed Deposit	GB45PRRR50422545690640	28386.93	751	Default	20020.54	13	2024-11-19
a244631b	Robert Schmidt	1982-04-17	Male	gturner@hotmail.com	205.991.3511x38444	3048 Lowe Mission Apt. 763, Donville, UT 16186	Fixed Deposit	GB87QOPB97259919957296	10228.96	785	Active	36849.05	11	2024-12-28
43f43b9b	Abigail Roth	1969-12-17	Female	fthompson@walls-torres.biz	866-821-5191	8830 Schneider Coves, Alexandrialand, DE 92124	Current	GB21IXQN59322641918079	41981.31	332	Active	44764.3	11	2024-10-29
b15e3a22	Jessica Allen	1972-01-11	Female	joseph93@gaines-montgomery.com	135-159-2491x06541	USNV Valencia, FPO AP 26216	Current	GB67EHPT01693457283659	17232.89	579	Closed	0.0	24	2024-10-06
dc13571d	Stephanie Lawrence	1950-12-30	Female	kylemorales@day.biz	5224658580	24446 Barnes Cove Apt. 436, Lake Michael, MO 61618	Current	GB15QMPC84630671675835	13888.35	346	Closed	42175.84	25	2024-03-05
945741f3	Ryan Smith	1983-10-26	Male	ashley89@gmail.com	7827336366	PSC 4196, Box 0615, APO AA 19214	Current	GB86ECHL13666732252549	12314.81	472	Active	21854.31	22	2024-08-08
c0ece9dc	Jesse Hansen	2003-11-11	Male	hsmith@charles-padilla.com	314-967-0841	8707 Melissa Crossroad Apt. 015, Phillipsburgh, MA 15430	Current	GB96BYPT53539484331959	39295.27	490	Default	21787.5	23	2025-02-12
affdcd07	Brittany Terry	1976-03-25	Female	sbest@west.com	+1-019-916-4297x69848	2735 Carolyn Junction Suite 089, North Gabrielmouth, RI 75616	Fixed Deposit	GB53PWDN78076362576553	49541.2	388	Closed	37162.36	14	2024-04-26
6c7674c1	Jeremy Rodriguez	1997-12-06	Male	brentortiz@gmail.com	529.503.3570	84312 Newman Parks Apt. 022, East Dillon, NE 03731	Fixed Deposit	GB58XQPF30767106991233	13545.3	457	Closed	21407.9	24	2024-11-04
12f49e68	Lance Turner	1949-11-07	Female	robbinsmichelle@chase-flowers.com	2136506850	998 Jamie Causeway, Lake Christophertown, NM 06802	Current	GB37VTLV20261154363606	48963.8	450	Active	0.0	20	2024-12-23
7ffb5cb0	Daniel Barnes	1979-11-05	Male	cristian40@taylor-mccormick.org	+1-770-744-3382x70150	6107 Elizabeth Locks, East Laurenshire, NC 66492	Savings	GB33BXRI96381052063735	1393.54	810	Closed	0.0	1	2024-11-05
e5df02aa	Danielle Hughes	1947-12-30	Female	kmorales@hotmail.com	(748)115-2157	PSC 1908, Box 3394, APO AA 48552	Fixed Deposit	GB04UPDU47598189235122	17189.65	401	Active	49994.63	27	2024-02-26
28a8c22d	Summer Doyle	1991-11-21	Male	allenkristi@yahoo.com	609-757-2145	00194 Anderson Path, Garciaton, TX 89649	Savings	GB20GVQO91852599489960	13238.87	634	Closed	0.0	20	2024-07-07
610d00b7	Cynthia Pace	2003-12-01	Female	nrice@arnold.info	978-484-1929x6708	974 Chen Island Apt. 683, Christinashire, MD 69463	Savings	GB63KSEF77090813544095	1801.76	756	Default	0.0	23	2024-10-30
6c4fed79	Kara Olson	1953-05-23	Male	osbornediane@gmail.com	836-352-5139	03115 Castro Motorway Apt. 179, South Garyview, TX 41104	Savings	GB53KIMD80530127840448	49363.35	484	Closed	0.0	1	2025-01-09
0b276aaa	Michael Morales	1962-02-28	Male	john30@gmail.com	(971)177-1570	3656 Tina Turnpike, Melaniemouth, GA 64118	Current	GB98LGYF07789486382500	29955.65	334	Active	49865.94	7	2024-03-30
cf419e5d	Susan Glenn	1968-07-21	Female	andrewspears@yahoo.com	(309)304-7852	6700 Joyce Camp Suite 049, Watkinsstad, ND 78489	Current	GB18PHZO07691170227268	49116.0	396	Active	11160.92	12	2025-01-29
c52e34c9	Paul Collins	1954-05-23	Male	joshua61@yahoo.com	720-200-1171	57112 Pittman Trafficway, Johnsonstad, NV 34028	Current	GB36MWFZ82493051534738	18241.54	518	Active	21746.43	20	2024-03-22
740882e0	Gary Stafford	1984-01-19	Male	kristy54@petty.biz	651.357.6100	62237 Jillian Point, New Kevinville, PA 98817	Fixed Deposit	GB28USVY73835361680910	13210.73	554	Closed	0.0	11	2024-04-26
42ef7f27	Mark Martinez	2003-09-23	Male	hdavis@hotmail.com	001-650-813-4335	160 Nathan Manors, New Kaylafurt, GA 05288	Fixed Deposit	GB42FFOZ41956907467961	38120.02	425	Active	23251.26	29	2024-06-14
8bffa558	Tony Lopez	1992-10-22	Male	xoconnor@miller.com	247.545.4689x2706	75249 Davis Island Apt. 566, South Savannah, NC 94655	Current	GB06RCRL71236186850503	42005.69	583	Active	48044.68	29	2024-07-23
0a3dba13	Joshua Diaz	1991-07-06	Male	davischristine@erickson.com	6782735123	6857 Candace Fall Apt. 828, Zunigaland, CT 44663	Fixed Deposit	GB04QLSC76392899131483	26281.65	300	Closed	32455.12	15	2024-03-16
765390df	Mr. Jeffery Solis	1972-03-30	Female	tina88@hotmail.com	+1-364-270-8254x992	732 Scott Mountain Apt. 175, West Mary, ID 72846	Current	GB58SVZO67881848053660	2998.39	839	Active	0.0	22	2024-03-23
521ebb4e	Jason Butler	1982-02-01	Male	michael12@lee-little.com	(267)959-6915x4339	14681 Brenda Place, Christopherport, PA 48229	Fixed Deposit	GB97FYOL06533461030633	14549.59	388	Default	0.0	9	2024-04-18
0ec2eb19	Antonio Martin	1968-06-12	Male	uweaver@marshall.com	001-079-849-9874x61740	2964 Michael Canyon Suite 238, Warrenberg, SC 48891	Savings	GB04RLWF90376569812161	25730.57	581	Active	8955.06	15	2024-06-24
cc203ce5	Lawrence Rodriguez	1945-05-14	Male	sydney41@carpenter.net	905.067.5212	43926 Luke Ways, Wellsfurt, NV 75032	Current	GB92FIFT45711380303886	1082.58	726	Active	0.0	10	2024-04-12
84b23560	James Nguyen	1958-07-04	Female	colemanrebecca@mueller-williams.org	580-257-9758x33786	09624 Mason Forge Suite 399, Lake John, DE 49893	Savings	GB26YGZT85921218545403	11081.26	793	Closed	30497.36	21	2024-05-25
aa486bc2	Jillian Mcmahon	1992-02-25	Male	douglasbrian@atkinson.com	(438)552-1724x8072	2162 Anderson Hollow, Schwartzbury, WA 13340	Savings	GB43JYUS19404236473874	25520.69	676	Default	0.0	25	2024-06-16
3fc617c6	Tracy Vaughan	1950-08-21	Male	morenojoel@hotmail.com	001-531-945-4153x75461	304 Beth Gateway Apt. 199, Lake Stephanie, NE 33266	Savings	GB92CBZX21877510736866	37165.0	680	Active	30357.98	18	2024-08-20
09583d4a	Louis Campbell	1959-02-15	Female	debrariggs@gmail.com	323-506-9659x46458	471 Burke Ville, West Brandonfort, DE 05197	Fixed Deposit	GB31RMVT03457465497829	12176.99	448	Closed	0.0	3	2024-06-03
79bee4ac	Brianna Tucker	1972-02-18	Female	eswanson@riley.biz	+1-361-821-6906x635	5124 Chapman Parks Apt. 004, Jonesside, LA 39117	Savings	GB95CZWD76398049662868	27322.04	605	Default	0.0	22	2024-10-28
0fd4b4fd	Joseph Jackson	1980-05-22	Female	richardmerritt@compton.info	001-950-553-9718x832	83148 Danielle Harbor Apt. 639, Port Zacharyborough, KY 66848	Current	GB28JTLF08190265572895	49734.11	456	Closed	20797.98	15	2024-04-27
7303035d	Kelly Gilbert	1994-02-20	Female	rebeccawalsh@king.biz	946-575-9425x461	7711 Smith Via Suite 426, South Jenniferbury, AK 70180	Current	GB33FYWW72140144182217	37069.4	441	Closed	46368.72	22	2024-11-04
39eee312	James Gibson	1979-07-05	Female	dana12@gmail.com	7521094584	603 Ashley Parks, Johnsonshire, MA 18393	Current	GB60RAXP20804827471773	20680.45	829	Active	0.0	6	2024-03-27
9c34bb22	John Lewis	2005-03-08	Male	haley91@morrison-hernandez.info	001-853-275-6677x46080	331 Joy Mountain Apt. 761, Lawrenceborough, SD 52548	Fixed Deposit	GB66TTTP92456048595080	25461.37	740	Active	0.0	11	2024-08-20
07556388	Timothy Dalton	2004-09-25	Female	cdiaz@hogan.com	+1-337-912-2756	1367 Paige Inlet, East Anthony, MA 99806	Savings	GB32GSNL11645972089743	24543.58	595	Closed	0.0	12	2024-03-06
f18b97d3	Dr. Katherine Fowler DVM	1954-10-26	Male	fdiaz@yahoo.com	496.602.0008x11963	4740 Andrew Greens, Vasquezside, AL 46187	Savings	GB08ISQU02723521945084	16822.76	719	Closed	0.0	26	2025-01-05
196b861a	Tara Webb	1980-08-29	Male	charles78@gmail.com	001-481-585-9221x01094	54341 Paul Estate, Stephaniefort, NC 81252	Savings	GB35PEQU38799110777834	22537.02	363	Closed	0.0	19	2024-02-28
6eb0a494	Kimberly White	1985-12-18	Female	katie39@rowland.org	(905)465-8105x933	858 Mccarthy Station Apt. 576, Janicechester, OK 37864	Fixed Deposit	GB16PDDT99684485855995	46386.94	820	Closed	35837.79	5	2024-07-31
d547ec07	Sharon Smith	1945-11-08	Female	kellygalvan@hotmail.com	(762)508-3972	5737 Dougherty Garden Apt. 693, New Janet, ND 99082	Savings	GB93DQJQ76114141120252	8584.34	786	Closed	38472.16	25	2024-07-17
bc281fc4	Sabrina Fowler	1980-01-24	Male	pmccoy@davis-lane.biz	+1-687-290-1801x41098	21195 Peters Mills Apt. 491, New John, OR 52179	Savings	GB66BJRS73858689135089	46223.2	693	Default	20821.59	28	2024-05-17
df835422	Pamela Brown	1982-01-15	Male	calvin64@rice-stein.biz	+1-587-147-0379x160	7178 Marquez Estate Apt. 652, Peterbury, CO 97678	Savings	GB09OMWL84708572288266	27233.94	446	Closed	10655.85	4	2025-01-15
82c31bb5	Nathan Sanchez	1948-01-18	Male	manuelthompson@yahoo.com	720.752.9695	36562 Hurley Trace, New Kyle, TN 65227	Current	GB49IXYM76829074085585	5805.21	441	Default	31925.9	1	2024-08-21
bece4292	Loretta Martin	2003-05-26	Male	glassclayton@hotmail.com	(053)245-3743x19327	5871 Jason Glens, Thompsonport, NC 30193	Current	GB49XLOG59961199786225	40579.28	747	Active	34577.22	26	2024-09-27
80e1e865	Deanna Mack	1956-05-28	Male	mvargas@gmail.com	(291)569-8383x777	6447 Maddox Green, Lake Veronicafort, NC 01040	Fixed Deposit	GB18XXKP31621680569925	45598.27	480	Active	45028.43	1	2024-04-06
22932fc6	Tina Thomas	1981-11-13	Female	summermacdonald@gmail.com	604-824-6280	902 Catherine Underpass, Karenshire, UT 51385	Current	GB37QUNF84416641834292	35099.65	502	Closed	0.0	16	2024-06-01
e10806e5	Reginald Thomas	2002-05-05	Female	griffithashley@turner-cunningham.biz	(689)734-1095	02005 Hughes Garden, West Jason, FL 30605	Fixed Deposit	GB75AALC56651316852798	11047.64	585	Default	6728.07	14	2024-08-16
8aedc77a	Mark Harper	1978-04-20	Male	eric22@gmail.com	287-689-9142x3927	9133 Jackson Walks, East Christopher, OR 85917	Current	GB05NHZG79891682087642	47798.03	784	Closed	49926.48	10	2025-01-24
03c2b001	Kelly Lee	2000-12-30	Male	jacksonlaura@gmail.com	744-973-8243	931 Collins Fords, Tylermouth, DC 20388	Savings	GB81XSMF74929314642077	29200.64	373	Closed	22575.38	5	2025-02-03
2dd8133e	Robert Williams	1980-02-07	Female	erickeller@mercer.com	(688)146-3776x126	4477 Garrison Stream, Melissaton, WY 18519	Savings	GB84TCEU41775583527924	23280.73	302	Closed	0.0	2	2024-05-21
adc84dc0	Jacob Walters	1980-08-17	Male	dmoss@clark.com	489.842.1296x207	3200 Cheryl Isle Apt. 171, Lake Kyle, HI 77853	Fixed Deposit	GB77BRSD02280787368286	4036.87	835	Closed	47805.94	14	2024-03-26
a7b280d8	Darrell Steele	1949-02-25	Male	rboyle@carter.com	059-882-0715	152 Grimes Points Apt. 085, Port Micheleburgh, RI 15229	Fixed Deposit	GB85ARPC64911727151229	25671.13	819	Default	0.0	8	2024-08-10
fb4db077	Jordan Weaver	1959-07-11	Male	michael94@gmail.com	(486)342-9951	9721 Brown Park Suite 682, North Seanshire, OK 96255	Fixed Deposit	GB58GSZR03340924012494	17630.27	787	Closed	24271.83	29	2024-05-27
5058faa7	Christopher Torres	1962-07-18	Male	susanhinton@yahoo.com	+1-546-468-9434x5767	5965 Sutton Trail, New Heather, HI 15847	Current	GB04QPQT72345443948008	40088.3	814	Active	0.0	17	2024-05-28
306fec14	Evelyn Duke	1968-12-22	Male	coledavis@gmail.com	914-829-8199	1330 Janet Harbor Apt. 794, East Melissabury, GA 58649	Savings	GB79MJOH35509290349868	14092.99	840	Closed	0.0	20	2024-08-17
4c7fd3f2	Megan Cardenas	1986-12-09	Male	jennifergraves@hotmail.com	903-739-7772x02739	88091 Jason Valley Apt. 596, Victoriaborough, ND 45898	Savings	GB84KNQV96176964213355	4482.37	779	Active	0.0	18	2025-01-28
9a69c453	Scott Mendez	1957-08-24	Female	morrisonshirley@baker-mcneil.info	001-625-655-9725	Unit 1934 Box 9423, DPO AP 41388	Fixed Deposit	GB77JAYM28777411891880	31723.45	416	Active	0.0	23	2024-04-26
1d88bdf8	Katherine Walker	1952-03-12	Male	amyhall@gmail.com	033.839.8440x7952	0469 Martin Square Apt. 020, North Kellieview, IA 56959	Fixed Deposit	GB51UGIP26555726381543	24931.56	335	Closed	37159.44	19	2024-12-03
6db394d1	Scott Burgess	1945-07-12	Male	christophergreen@miles.com	+1-533-222-9051x222	98164 Pacheco Mall, Bridgesborough, MT 25300	Current	GB40YFMI02321167322393	13723.34	319	Default	2787.39	27	2024-04-06
2722afe5	Paul Brown MD	1956-10-11	Male	sreed@strickland.com	288.593.9807x38449	311 Turner Lake, Port Kimberly, TX 41688	Current	GB60OFMZ32523030465603	37226.97	680	Active	36894.45	26	2024-11-20
ca7d6164	Mercedes Johnson	1973-09-17	Female	brian54@edwards-craig.net	(121)853-7358	869 Chang Circles Apt. 322, Wolfeberg, OR 74565	Current	GB59RCAC79771574200438	43840.95	451	Default	0.0	14	2024-10-28
8ed91a8d	Christy Romero	1973-01-12	Male	epatel@gmail.com	(132)739-5681	929 Johnson Village, Thomastown, AR 39389	Fixed Deposit	GB28ITNE68207411786246	29324.02	719	Default	0.0	28	2024-05-07
38366431	Maurice Williams	1993-11-19	Male	tgomez@leon-griffin.com	+1-938-792-7733	48474 Garcia Divide, Burkeview, RI 40485	Fixed Deposit	GB44EKHD94842853504429	8164.13	413	Closed	11294.89	8	2024-02-25
1a269f1c	Robert Cruz	1998-01-07	Male	charlene80@miller-walker.info	771.829.4998	67579 Diaz Land, North Daniellechester, RI 14322	Current	GB05SDED14297288433481	28298.93	482	Active	2401.52	2	2024-06-09
e1d5370c	John Henderson	1955-05-05	Male	paullewis@rogers.info	+1-527-105-2867x460	0296 Carl Rue Suite 197, Geraldhaven, SC 44996	Fixed Deposit	GB52UPQC26581629297874	11618.21	365	Active	0.0	27	2024-10-08
125fed66	Sara Shaffer	1976-03-21	Male	syoung@gibson.com	286-229-0859x67776	860 West Light, North Frankland, KS 17844	Fixed Deposit	GB79OWDG88626139722139	23529.49	809	Default	1669.48	24	2024-07-18
81b31cde	Jason Richardson	1976-07-31	Male	rcarroll@hotmail.com	+1-999-008-0318x107	024 Graham Prairie Suite 799, New Amybury, WV 16863	Fixed Deposit	GB02PBID88988549849135	14052.45	513	Active	44320.94	4	2025-02-20
039ee5ee	Debbie Lane	1963-10-28	Female	steven08@mitchell-moore.biz	(405)916-3480	USS Lee, FPO AP 67693	Current	GB95PQYI67217644859965	40597.71	437	Default	0.0	19	2024-04-16
655d111a	Mary Blackwell	1947-12-07	Male	nataliecooper@yahoo.com	001-451-895-9936x1446	740 Bullock Mountain Suite 614, North Cynthia, IN 01010	Savings	GB52HWTW67173017557615	45192.35	490	Active	0.0	26	2024-07-19
5af8ea52	Shelby Carpenter	1946-10-09	Male	karastone@burke.com	922.755.6559	157 Norton Islands, South John, MO 50910	Current	GB82UEVW63205409396849	11184.72	704	Active	7071.14	11	2024-04-27
ad7fec34	Steven King	1975-07-01	Male	lowerynoah@gmail.com	041-116-5845	9276 York View Suite 867, Janetberg, AZ 09034	Fixed Deposit	GB10DRNP83793017194203	27173.31	711	Active	0.0	18	2024-10-17
52f20f30	Michael Ortiz	2006-04-20	Male	paynejulie@gmail.com	461.562.0008x5424	698 Juan Forks Suite 910, Michaelstad, ND 32735	Savings	GB71JTCI78643762328060	12638.81	454	Default	16377.3	8	2025-02-11
e60148c8	Sandy Harris	1994-04-08	Female	heather96@thomas.com	001-959-673-2840	181 Cynthia Flat, Davisfurt, VA 73278	Fixed Deposit	GB80BBHB03574935914249	45474.09	827	Default	0.0	24	2024-09-12
189c8469	Kim Sandoval	1954-07-15	Male	christopher91@hotmail.com	575.419.0239x7721	618 Cindy Point, Michaelburgh, MT 28875	Current	GB68PYBI41814367095956	8478.29	569	Closed	0.0	5	2025-01-20
6529c320	Bethany Bell	2004-03-31	Male	seanhess@hotmail.com	574.048.3427x2809	689 David Tunnel Suite 762, Sheltonberg, RI 36798	Fixed Deposit	GB75TMOR98486312466532	29986.83	430	Active	0.0	20	2025-02-18
b2abb7b8	Geoffrey Gaines	1983-11-05	Female	fmendez@yahoo.com	623.190.9836x55114	03109 Robin Ways, Lisatown, NJ 91983	Savings	GB21FOSY62074556891430	38813.7	789	Closed	15695.96	16	2024-11-13
c940bf37	Nicholas Mills	1975-05-30	Male	walshdonna@yahoo.com	0262660642	9775 Veronica Vista, New Michaelside, NV 17784	Savings	GB03YWXV67657664908323	7271.1	606	Default	8681.12	9	2024-05-15
7c843be5	Heather Bradley	1991-10-13	Female	odonnelljennifer@frye-smith.com	667.481.1750	1418 Chad Avenue Suite 051, Knightberg, UT 38161	Savings	GB56OJBC89343638498112	22107.39	624	Default	0.0	28	2024-10-26
10487b20	Jocelyn Dorsey	1992-01-05	Female	davidlee@gmail.com	+1-814-223-9516	70784 Nancy Mission, West Kathryn, SD 45840	Fixed Deposit	GB79TJQD25288215926061	47567.35	709	Active	0.0	14	2024-12-23
238158a9	Cheryl Wood	1979-04-08	Female	anne46@beck.com	001-480-189-7329	954 Brenda Plains, New Angelahaven, NV 16272	Savings	GB25PUNE35336032360480	31229.82	436	Active	0.0	28	2024-04-09
4c6b9195	Michelle Jones	1988-12-16	Male	valeriehudson@holt.com	+1-529-404-3104x3456	448 Johnson Club, Williamsport, MO 35719	Savings	GB93FNOU06480980141895	30198.45	733	Active	25938.56	18	2024-11-23
24b4193d	Joyce May	1955-05-20	Female	richard81@hotmail.com	719-344-4559x834	276 Nicole Expressway Apt. 577, Port Briannabury, OR 79729	Fixed Deposit	GB16JKCS37169041174700	26007.27	672	Active	0.0	23	2024-06-21
8d290019	Richard Bryan	1998-06-30	Male	mreyes@yahoo.com	+1-694-186-6834x965	91647 Miller Parkway, East Herbertview, AK 69064	Current	GB37TNRO66445420973130	1284.42	335	Default	0.0	23	2024-09-09
c9d62e37	Alexis Collins Jr.	1957-08-27	Female	priceedward@wilson-orr.com	(177)466-8053x185	631 Nguyen Gardens Suite 080, Kristenside, OR 82392	Current	GB73TMZD20366613393052	15562.37	742	Active	35113.43	6	2024-12-03
48e3adb7	Victoria Johnson	2000-11-28	Female	deannatorres@gmail.com	(666)138-1334	294 Robinson Islands Suite 303, Brittanytown, SD 59064	Current	GB22HCYY62030830022275	30750.86	476	Active	0.0	19	2024-07-19
2675e01d	Kelly Smith	1954-10-10	Female	cburke@reilly-bryant.com	(052)916-4924	475 Cory Center, Andersonshire, ND 80871	Current	GB34QBFV78816013451244	25920.05	785	Default	9933.8	6	2024-03-03
3733e287	James Campbell	1947-11-08	Female	faithwilliams@hotmail.com	882.411.8827	76804 Stevenson Inlet, Port Allison, MA 77771	Current	GB03DROO30268372035582	31462.52	357	Default	14135.12	18	2025-02-11
43bd55b1	Brian Reynolds	2003-12-13	Male	alanhurley@mckee-martin.net	(388)969-5500	USNV Rivera, FPO AE 68525	Fixed Deposit	GB73EDAS98627961170609	35812.88	447	Closed	5777.04	5	2024-09-30
fb4c3f26	Gregory Davis	1947-02-22	Female	mjacobs@gmail.com	(786)444-5692	26254 Sarah Landing Suite 876, Russellside, NH 53218	Current	GB92TTGA59163447320796	33236.18	338	Default	25323.64	29	2025-01-28
eb5588f1	Kayla Payne	1972-10-05	Male	chriscarter@meza.net	+1-755-095-2263	749 Luna Orchard, Jonesfort, ND 98478	Fixed Deposit	GB39PNCE55178364049548	37457.42	618	Active	31965.23	18	2024-06-25
73caa322	Benjamin Williams	1982-08-06	Male	johnsonblake@gmail.com	+1-618-257-1061	9403 Travis Plains Apt. 923, South Darren, GA 32473	Fixed Deposit	GB62GHJC73250139849385	24311.22	449	Active	28970.02	15	2024-06-17
88dc63ef	Matthew Miller	1976-05-04	Male	gabrielle83@yahoo.com	900-290-6049x87523	3459 Gordon Path, West Mario, LA 69877	Fixed Deposit	GB75SXIB98854520079148	11022.8	492	Closed	0.0	1	2025-01-14
061bdb08	Dennis Ramos	1994-10-23	Male	jessicazimmerman@hotmail.com	+1-506-011-9884x45177	84739 Kristen Course, Turnerburgh, NE 64545	Savings	GB39SLWH01250071899977	15212.26	616	Default	0.0	16	2025-01-15
e07789c6	Jessica Martinez	1996-11-07	Male	marcus91@hotmail.com	(520)504-1906	25275 Carter Key Apt. 717, Meganbury, WI 35857	Savings	GB96AJPZ15300235841200	9956.01	735	Closed	0.0	3	2024-09-24
07a3fdfa	John Davis PhD	1981-04-07	Female	kathleenhancock@hotmail.com	6220286957	85754 Duane Divide, North Jenniferport, VA 72771	Current	GB78SIFX51168668499797	3079.03	374	Default	0.0	25	2024-08-12
6d619675	Christine Wood	1965-06-28	Male	brian52@yahoo.com	+1-640-046-1492x6174	06145 May Vista Suite 210, North Stephen, AL 07964	Savings	GB35HKIF66451939276404	8875.74	653	Active	0.0	20	2024-11-13
e2d7d990	Casey Lynch	1997-09-17	Female	shannon46@johnson.com	014.140.3114	422 Aaron Mission, Chavezview, AR 17169	Fixed Deposit	GB62YMIX15018014337423	30059.06	570	Active	0.0	13	2024-08-01
c5c0ba36	Ronnie Miller	1975-10-13	Female	fmathews@yahoo.com	(286)173-7080	USCGC Randolph, FPO AE 74316	Fixed Deposit	GB78EMAF59195185261735	11133.59	509	Default	0.0	6	2024-12-09
70cd4510	Jennifer Hendrix	1991-02-05	Female	robertsmicheal@yahoo.com	660.504.7004x3483	81753 Connor Locks Apt. 644, Lake Jamesmouth, DE 41055	Current	GB50UWBT15689760372137	2022.26	662	Active	0.0	17	2024-04-06
db319d9c	Kimberly Klein	1963-08-08	Male	anna64@cox.com	929-291-6604x90297	44992 Donna Estates, South Johnny, NJ 49227	Savings	GB33IKIX63292621583174	35669.77	723	Closed	0.0	16	2024-08-29
a5fed244	Dominic Thomas	1967-08-01	Male	qgarza@yahoo.com	001-816-623-6268x020	68877 Terry Row, Murphyville, NH 15931	Current	GB09FJUG80177672992960	1911.24	552	Active	40553.9	7	2024-07-15
6a885290	Diane Bates	1980-11-15	Female	kevinburns@yahoo.com	(424)725-6627	520 Kelly Row Apt. 071, New Stacy, MA 22324	Savings	GB24GTFS28342742153503	27230.84	772	Closed	0.0	11	2024-07-15
8e819e71	Mrs. Kelly Velasquez	1985-07-11	Female	pmcdonald@yahoo.com	(765)362-2521x27608	USNV Reid, FPO AE 22204	Fixed Deposit	GB08DBGZ66031347155603	8201.98	431	Active	13035.66	27	2024-09-29
7e666360	Dennis Warren	1953-03-16	Male	jasonstephens@stephenson-clayton.com	062-396-7025	816 Alexander Knolls Suite 417, West Devin, ND 55473	Savings	GB51FSAB29430876281299	11670.86	568	Default	0.0	6	2024-10-26
1f8e1f2b	Zachary Villa	1967-08-27	Female	lauraarcher@riley.info	8241884173	03683 Susan Mission Apt. 666, Port Chelsea, NH 01619	Savings	GB16KOPF50124745478066	40765.97	389	Default	0.0	14	2024-03-12
b7e995f5	George Johns	1979-06-17	Female	charlesfrank@mclaughlin.com	962.571.9666	89994 Aaron Roads, New Janiceville, CO 57106	Savings	GB78UYUR22695512099978	11304.5	437	Active	15104.11	11	2024-11-13
2810fb59	Angela Jones	1957-03-12	Male	bryantevan@hotmail.com	656.035.7645	23256 Kimberly Plaza Suite 312, Reedmouth, CT 04377	Savings	GB22NHVC09294252845951	33552.48	461	Closed	31554.97	18	2024-07-10
24416fcf	Ricardo Moss	1956-02-04	Male	dereksanders@hotmail.com	480.834.9407	62868 Johnson Estate, East Stephanieton, IN 89503	Current	GB05VEXH55975834371569	41597.73	733	Closed	28586.23	17	2024-06-08
4da55c3c	Victoria Davidson	1963-11-11	Female	paulaturner@nelson.com	(924)114-2164x488	695 Williams Shoals Suite 485, South Tiffany, WV 53687	Savings	GB51IVVM38413288902249	39654.05	741	Closed	18464.38	18	2024-04-09
e0acd42d	Bradley Johnson	1993-04-07	Male	jessicawilliams@anderson.com	314-751-4191	5590 Eric Mountain, Katherinefurt, DC 85341	Current	GB55TUQP71100010068295	35818.38	795	Closed	0.0	24	2024-06-08
c0c7eb57	Elizabeth Caldwell	1975-07-24	Male	leslie41@hamilton-white.com	001-957-438-0482x7628	9231 Jared Run Suite 382, East Jamesberg, IL 06428	Current	GB45MJSB19300671005468	12652.12	696	Active	42189.08	24	2024-10-07
91b0ff92	Carol Huber	1965-12-29	Female	sarahsalazar@hotmail.com	463-161-4634	7870 Tanner Views Apt. 823, North Phillip, VA 27182	Savings	GB73MYAO58952283106038	28851.96	840	Default	11550.21	29	2025-01-12
e3975199	Christine Orr	1946-08-27	Female	keith59@watts-davis.com	001-604-365-6026x785	48226 Gonzalez Harbor, Elizabethberg, FL 37231	Current	GB02OWKH59349150559979	4108.76	571	Active	0.0	14	2025-01-30
b74d87c6	Lisa Walter	1976-03-29	Male	josephlee@yahoo.com	+1-541-436-0640x1998	759 Bridget Tunnel, Gregorytown, MA 37518	Fixed Deposit	GB08YHSQ86949863303065	33653.55	501	Default	0.0	2	2025-02-20
